height,NOMA_avg_power,OMA_avg_power,NOMA_power_efficiency,OMA_power_efficiency
132,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
133,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
134,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
135,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
136,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
137,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
138,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
139,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
140,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
141,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
142,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
143,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
144,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
145,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
146,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
147,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
148,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
149,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
150,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
151,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
152,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
153,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
154,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
155,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
156,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
157,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
158,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
159,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
160,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
161,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
162,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
163,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
164,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
165,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
166,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
167,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
168,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
169,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
170,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
171,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
172,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
173,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
174,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
175,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
176,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
177,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
178,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
179,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
180,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
181,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
182,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
183,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
184,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
185,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
186,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
187,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
188,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
189,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
190,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
191,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
192,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
193,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
194,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
195,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
196,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
197,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
198,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
199,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
200,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
201,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
202,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
203,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
204,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
205,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
206,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
207,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
208,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
209,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
210,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
211,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
212,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
213,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
214,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
215,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
216,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
217,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
218,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
219,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
220,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
221,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
222,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
223,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
224,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
225,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
226,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
227,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
228,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
229,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
230,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
231,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
232,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
233,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
234,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
235,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
236,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
237,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
238,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
239,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
240,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
241,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
242,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
243,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
244,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
245,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
246,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
247,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
248,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
249,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
250,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
251,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
252,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
253,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
254,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
255,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
256,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
257,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
258,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
259,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
260,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
261,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
262,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
263,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
264,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
265,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
266,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
267,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
268,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
269,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
270,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
271,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
272,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
273,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
274,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
275,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
276,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
277,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
278,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
279,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
280,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
281,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
282,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
283,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
284,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
285,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
286,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
287,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
288,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
289,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
290,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
291,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
292,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
293,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
294,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
295,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
296,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
297,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
298,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
299,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
300,172.51108709531903,340.70922766680155,-10.110123167392775,-48.839176282314035
